state,price,condition,cylinders,fuel,manufacturer,drive,year,title_status,odometer,paint_color,lat,long,lat_clean,long_clean,cluster_gmm_auto_input
tx,8995,good,8 cylinders,gas,ford,rwd,2012,clean,151000.0,white,32.812789,-96.921117,31.054487,-97.563461,6
id,6995,,,gas,chevrolet,,2014,clean,100000.0,,42.8876,-112.4381,44.240459,-114.478828,1
ny,3000,good,6 cylinders,gas,ford,rwd,2004,clean,235000.0,red,42.8371,-78.7484,42.165726,-74.948051,10
or,43999,,8 cylinders,diesel,ford,4wd,2015,clean,97454.0,,47.81247,-122.32164,44.572021,-122.070938,12
ga,27990,good,6 cylinders,gas,toyota,4wd,2012,clean,67245.0,silver,33.95,-83.39,33.040619,-83.643074,9
az,32995,,,gas,chevrolet,,2018,clean,24157.0,,32.247216,-110.972021,33.729759,-111.431221,1
ca,72990,like new,,gas,mercedes-benz,,2013,clean,52000.0,,33.6607,-117.8264,36.116203,-119.681564,12
or,39999,like new,4 cylinders,gas,gmc,4wd,2015,clean,92000.0,custom,454571.0,-122.956391,44.572021,-122.070938,6
ga,15000,,6 cylinders,gas,dodge,fwd,2017,clean,79010.0,custom,33.7356,-84.1009,33.040619,-83.643074,10
oh,4499,,,other,ford,fwd,2011,clean,142112.0,silver,4141256.0,-81.607193,40.388783,-82.764915,10
dc,32995,,,,bmw,,2018,clean,48972.0,custom,38.884033,-7797657.0,38.9072,-77.0369,9
tx,6500,like new,4 cylinders,gas,nissan,fwd,2012,clean,85500.0,silver,29.5613,-97.9628,31.054487,-97.563461,11
ca,34990,good,,other,jeep,4wd,2018,clean,13992.0,,33.779214,-84.411811,36.116203,-119.681564,9
wi,6500,,,gas,jeep,4wd,2011,clean,1.0,black,41.622595,-87.633814,44.268543,-89.616508,1
tx,2500,excellent,6 cylinders,gas,dodge,,2009,clean,101663.0,,33.562061,-101.856594,31.054487,-97.563461,11
or,29990,,,diesel,ford,4wd,2002,clean,156730.0,white,45.382346,-122.605132,44.572021,-122.070938,12
mn,19299,,,gas,subaru,,2017,clean,67095.0,white,44.785945,-93.287012,45.694454,-93.900192,1
tn,29590,good,6 cylinders,gas,ford,4wd,2017,clean,70760.0,blue,356.0,-85.25,35.747845,-86.692345,9
oh,3900,good,,gas,chevrolet,fwd,2012,clean,186718.0,silver,40985.0,-83.1537,40.388783,-82.764915,10
oh,36990,good,6 cylinders,gas,chevrolet,4wd,2018,clean,17466.0,,39.77,-84.19,40.388783,-82.764915,9
ca,7500,,,gas,honda,fwd,2009,clean,99000.0,silver,38.530498,-121.387708,36.116203,-119.681564,13
ca,19988,excellent,,gas,bmw,4wd,2013,clean,74002.0,black,38.669027,-121.333868,36.116203,-119.681564,13
mo,30990,good,6 cylinders,gas,infiniti,fwd,2018,clean,22821.0,blue,37.99,-92.83,38.456085,-92.288368,10
co,13995,,4 cylinders,gas,chevrolet,4wd,2017,clean,122808.0,blue,40.392756,-104.727851,39.059811,-105.311104,7
oh,13995,excellent,4 cylinders,gas,toyota,fwd,2015,clean,66800.0,white,,,40.388783,-82.764915,4
fl,26990,good,,gas,toyota,,2016,clean,60693.0,orange,26.63,-81.85,27.766279,-81.686783,1
mt,7000,excellent,4 cylinders,gas,ford,fwd,2010,clean,76000.0,white,4634088.0,-112.466968,46.921925,-110.454353,6
tx,6500,,,gas,bmw,,2007,clean,130.0,,33198.0,-96.9925,31.054487,-97.563461,1
or,11995,good,4 cylinders,gas,subaru,4wd,2007,clean,89417.0,silver,45.4021,-122.6144,44.572021,-122.070938,14
wa,10995,,,gas,hyundai,,2013,clean,80559.0,white,47.912956,-122.235725,47.400902,-121.490494,1
la,22500,,,gas,ford,4wd,2017,clean,155000.0,white,32.513544,-92.112722,31.169546,-91.867805,1
mn,7990,,8 cylinders,gas,chevrolet,,2007,clean,237000.0,,46.450158,-95.124203,45.694454,-93.900192,7
nc,4500,good,6 cylinders,gas,nissan,,2008,salvage,170000.0,white,34.7599,-79.4673,35.630066,-79.806419,1
tx,17995,,,,mitsubishi,fwd,2019,clean,88569.0,red,29.529409,-98.496166,31.054487,-97.563461,10
tn,14213,,6 cylinders,gas,dodge,fwd,2017,clean,99779.0,white,35.860496,-84.100535,35.747845,-86.692345,10
il,26980,,,other,chevrolet,4wd,2014,clean,118551.0,,39705.0,-93.7133,40.349457,-88.986137,9
co,35990,good,,gas,alfa-romeo,,2018,clean,19988.0,white,40.55,-1056.0,39.059811,-105.311104,9
oh,2600,like new,,gas,ford,,1998,clean,125000.0,green,40347.0,-82.8726,40.388783,-82.764915,6
tn,31590,good,6 cylinders,gas,gmc,,2018,clean,22550.0,,36.17,-86.78,35.747845,-86.692345,9
va,12995,,8 cylinders,gas,rover,4wd,2012,clean,140963.0,silver,38.50724,-77.37407,37.769337,-78.169968,7
mo,19990,good,,gas,fiat,fwd,2017,clean,6054.0,,38.95,-92.32,38.456085,-92.288368,10
in,38590,good,6 cylinders,gas,ford,4wd,2018,clean,25585.0,black,40.41,-86.87,39.849426,-86.258278,9
fl,15995,,6 cylinders,gas,toyota,fwd,2016,clean,125776.0,white,30.1237,-95.2686,27.766279,-81.686783,10
id,19995,excellent,6 cylinders,gas,ford,,2015,clean,87000.0,red,47.6547,-117.381,44.240459,-114.478828,6
nm,34990,good,,other,lexus,fwd,2020,clean,5189.0,black,35.67,-105.95,34.840515,-106.248482,10
az,74997,,8 cylinders,gas,toyota,4wd,2018,clean,57269.0,white,45.5472,-122.5001,33.729759,-111.431221,12
mi,14995,,,diesel,ford,,2008,clean,205033.0,,43.1824,-84.1122,43.326618,-84.536095,9
ri,42990,good,6 cylinders,gas,lincoln,4wd,2017,clean,50680.0,black,41.82,-71.41,41.680893,-71.51178,9
id,30995,,6 cylinders,gas,toyota,,2017,clean,64254.0,,46.206891,-116.896288,44.240459,-114.478828,9
ca,6500,good,8 cylinders,gas,chevrolet,4wd,2005,clean,159000.0,red,38.9576,-122.636,36.116203,-119.681564,13
or,32995,,8 cylinders,gas,toyota,4wd,2008,clean,92297.0,silver,45.5742,-122.6842,44.572021,-122.070938,7
ri,2300,good,6 cylinders,gas,bmw,4wd,2003,clean,166484.0,black,41.516916,-71.70373,41.680893,-71.51178,1
ok,4000,excellent,4 cylinders,gas,nissan,fwd,2012,clean,190970.0,red,36.146501,-95.886651,35.565342,-96.928917,4
id,3200,good,4 cylinders,gas,nissan,fwd,2008,clean,190000.0,grey,42.393211,-114.52217,44.240459,-114.478828,14
oh,13999,,,gas,honda,,2015,clean,72830.0,black,39.76807,-84.19472,40.388783,-82.764915,1
id,29500,good,8 cylinders,gas,gmc,4wd,2014,clean,148800.0,,47.6928,-116.785,44.240459,-114.478828,7
nm,10000,good,other,gas,chevrolet,rwd,1960,clean,100000.0,white,34.4895,-106.7718,34.840515,-106.248482,5
tx,47900,excellent,6 cylinders,diesel,ram,4wd,2019,clean,97000.0,white,3307794.0,-96.585695,31.054487,-97.563461,12
fl,28495,excellent,8 cylinders,gas,gmc,4wd,2014,clean,102605.0,silver,30.207288,-81.738969,27.766279,-81.686783,11
sc,33647,,8 cylinders,diesel,ford,4wd,2015,clean,153524.0,white,,,33.856892,-80.945007,7
ar,3000,good,6 cylinders,gas,honda,4wd,2008,salvage,151631.0,,33.431,-93.8765,34.969704,-92.373123,1
id,13250,good,6 cylinders,gas,chevrolet,rwd,2007,clean,72005.0,white,47.65658,-117.286222,44.240459,-114.478828,10
il,33590,good,,gas,ford,4wd,2019,clean,33424.0,white,41.88,-87.78,40.349457,-88.986137,9
ca,15499,excellent,8 cylinders,gas,ram,rwd,2014,clean,215199.0,white,37.655197,-120.993812,36.116203,-119.681564,13
ca,39857,excellent,8 cylinders,diesel,chevrolet,rwd,2012,clean,61334.0,blue,38.37368,-121.95161,36.116203,-119.681564,6
oh,8995,like new,4 cylinders,gas,toyota,fwd,2017,rebuilt,44500.0,black,41.4735,-81.7398,40.388783,-82.764915,4
az,12999,,,gas,cadillac,,2008,clean,53762.0,white,32.272629,-110.961342,33.729759,-111.431221,1
ga,12399,,6 cylinders,gas,dodge,fwd,2016,clean,64781.0,white,32.465313,-84.980285,33.040619,-83.643074,10
or,42988,,6 cylinders,diesel,ram,4wd,2014,clean,95498.0,white,45.389971,-122.611386,44.572021,-122.070938,9
fl,2500,,,gas,hyundai,,2014,clean,100000.0,,28.1384,-80.6524,27.766279,-81.686783,11
oh,14590,good,,other,bmw,,2012,clean,80465.0,black,41.87,-80.79,40.388783,-82.764915,9
ky,10500,excellent,4 cylinders,gas,nissan,fwd,2018,rebuilt,25000.0,grey,37.1161,-85.2656,37.66814,-84.670067,4
mt,19998,,6 cylinders,gas,acura,4wd,2014,clean,83079.0,,47.696062,-116.781406,46.921925,-110.454353,1
ks,26990,good,8 cylinders,gas,nissan,4wd,2017,clean,41335.0,red,393.0,-95.69,38.5266,-96.726486,7
co,29999,excellent,,gas,ford,4wd,2015,clean,129602.0,red,38.298476,-104.612853,39.059811,-105.311104,0
ca,9999,like new,,gas,chevrolet,,2010,clean,93000.0,,37.636133,-120.99688,36.116203,-119.681564,13
az,16990,good,,other,ford,fwd,2016,clean,57687.0,blue,32.21,-110.96,33.729759,-111.431221,10
oh,7900,excellent,,gas,kia,,2016,clean,61000.0,,41.2419,-81.7453,40.388783,-82.764915,0
ny,15995,good,6 cylinders,gas,toyota,fwd,2012,clean,114738.0,red,40.752,-73.853,42.165726,-74.948051,10
ct,24555,,,gas,jeep,4wd,2013,clean,104482.0,white,4366264.0,-71.447,41.597782,-72.755371,9
vt,52990,good,8 cylinders,diesel,ford,4wd,2014,clean,15886.0,white,40.468785,-74.281707,44.045876,-72.710686,12
nm,44282,,,gas,chevrolet,4wd,2020,clean,20661.0,,3504363.0,-10649794.0,34.840515,-106.248482,9
az,43998,,8 cylinders,gas,mercedes-benz,rwd,2015,clean,55768.0,black,32.271329,-110.993712,33.729759,-111.431221,6
or,5200,excellent,,hybrid,ford,fwd,2005,clean,117313.0,green,44915.0,-121.4073,44.572021,-122.070938,6
ny,66499,,,gas,mercedes-benz,,2019,clean,27497.0,black,40.885409,-73.829146,42.165726,-74.948051,12
ca,25997,,,gas,mercedes-benz,,2015,clean,43563.0,,38.605011,-121.401917,36.116203,-119.681564,1
mn,4500,,,gas,honda,,2007,rebuilt,158000.0,,43.6923,-92.9213,45.694454,-93.900192,1
hi,9761,,4 cylinders,hybrid,toyota,fwd,2010,clean,110199.0,grey,21.296235,-157.859345,21.094318,-157.498337,8
dc,10150,excellent,4 cylinders,gas,honda,4wd,2009,clean,141125.0,silver,38.8458,-77.3242,38.9072,-77.0369,4
nc,11900,excellent,4 cylinders,gas,nissan,fwd,2019,clean,29826.0,black,35.730359,-81.360243,35.630066,-79.806419,4
mi,42000,excellent,,gas,dodge,,1994,clean,11000.0,black,42.570139,-8396336.0,43.326618,-84.536095,5
nh,3800,fair,6 cylinders,gas,ram,rwd,2006,clean,130000.0,blue,43.18698,-70.897804,43.452492,-71.563896,6
vt,26995,,8 cylinders,gas,gmc,4wd,2014,clean,176734.0,,42.962853,-7164426.0,44.045876,-72.710686,7
wi,6000,,,gas,chevrolet,,1965,clean,5.0,,43.1832,-88.9838,44.268543,-89.616508,5
ky,24995,,,gas,ford,,2010,clean,29681.0,,37.608982,-84.578848,37.66814,-84.670067,9
fl,31500,,,gas,ram,,2011,clean,162014.0,,27.2625,-80.3793,27.766279,-81.686783,9
sd,15950,,,gas,mercedes-benz,,2011,clean,92751.0,,44.8346,-91.5159,44.299782,-99.438828,1
il,4495,,,gas,ford,,2007,clean,113984.0,,39.7622,-89.6275,40.349457,-88.986137,1
ca,18590,good,,gas,mini,fwd,2016,clean,36784.0,white,33.7865,-84.4454,36.116203,-119.681564,13
tx,29990,good,,gas,toyota,fwd,2020,clean,5248.0,red,30.26,-97.74,31.054487,-97.563461,10
pa,29590,good,6 cylinders,gas,ford,4wd,2017,clean,70760.0,blue,40.79,-77.85,40.590752,-77.209755,9
tx,25888,,8 cylinders,gas,ram,rwd,2016,clean,82368.0,blue,27.65787,-97.479816,31.054487,-97.563461,6
la,55410,,6 cylinders,other,ford,fwd,2019,clean,33914.0,,44.927304,-12330322.0,31.169546,-91.867805,12
wi,6999,,,gas,chevrolet,,2013,clean,163831.0,,4316513.0,-8839487.0,44.268543,-89.616508,1
fl,7995,,4 cylinders,gas,chevrolet,fwd,2014,clean,87894.0,blue,29.770834,-82.283186,27.766279,-81.686783,11
fl,25995,,,gas,toyota,fwd,2015,clean,91478.0,,27.26977,-82.48229,27.766279,-81.686783,10
ma,5800,excellent,6 cylinders,gas,jeep,4wd,2005,clean,137450.0,grey,42.310731,-71.798141,42.230171,-71.530106,0
ca,35990,good,,other,honda,,2018,clean,40831.0,black,33.779214,-84.411811,36.116203,-119.681564,9
mo,24900,excellent,8 cylinders,gas,chevrolet,4wd,2013,clean,113000.0,white,35.147,-97.372,38.456085,-92.288368,6
or,4400,excellent,,gas,ford,,2014,salvage,135000.0,,45.491092,-122.392673,44.572021,-122.070938,6
tx,4750,,,gas,toyota,,2008,clean,161000.0,,30.4417,-97.6811,31.054487,-97.563461,1
ca,4200,like new,4 cylinders,gas,dodge,fwd,2013,clean,154000.0,silver,39.8912,-121.58,36.116203,-119.681564,13
mi,24960,,3 cylinders,gas,ford,fwd,2020,clean,3221.0,green,42.449125,-85.669529,43.326618,-84.536095,2
nm,6600,,,gas,dodge,,2013,salvage,50000.0,,34.969253,-106.630982,34.840515,-106.248482,1
ct,4988,,,gas,ford,4wd,2005,clean,204142.0,silver,41.915593,-72.61482,41.597782,-72.755371,1
il,2595,excellent,8 cylinders,gas,ford,4wd,2003,clean,149055.0,red,38.6185,-90.2564,40.349457,-88.986137,6
ak,18995,,,other,dodge,fwd,2019,clean,46637.0,,61.16167,-149.86312,61.370716,-152.404419,2
ok,11500,fair,6 cylinders,gas,ford,4wd,2011,clean,187508.0,black,35.636546,-97.489543,35.565342,-96.928917,6
hi,18981,,6 cylinders,gas,lexus,fwd,2010,clean,56935.0,grey,21.296235,-157.859345,21.094318,-157.498337,8
mi,5495,,,gas,ford,,2009,clean,144458.0,,43.1824,-84.1122,43.326618,-84.536095,1
sc,4500,,,gas,honda,,2008,salvage,179123.0,,34.671,-81.9237,33.856892,-80.945007,1
mi,4995,,,gas,chrysler,,2007,clean,94603.0,,43.1824,-84.1122,43.326618,-84.536095,1
tx,6999,like new,4 cylinders,gas,audi,,2011,clean,124000.0,blue,29.3977,-98.4658,31.054487,-97.563461,11
pa,5899,,8 cylinders,gas,ford,rwd,2010,salvage,124000.0,white,40.810152,-80.425219,40.590752,-77.209755,6
ny,9495,excellent,,gas,nissan,fwd,2009,clean,0.0,,40.859538,-7375599.0,42.165726,-74.948051,0
nc,27867,excellent,8 cylinders,gas,gmc,4wd,2014,clean,140000.0,white,,,35.630066,-79.806419,6
ca,12995,good,4 cylinders,gas,subaru,4wd,2013,clean,115919.0,silver,39.17666,-119.7305,36.116203,-119.681564,13
oh,6488,good,4 cylinders,gas,mitsubishi,fwd,2014,clean,90000.0,red,4077388.0,-82.721043,40.388783,-82.764915,4
ga,22990,excellent,8 cylinders,gas,ram,rwd,2013,clean,95486.0,,27.2866,-82.477,33.040619,-83.643074,6
il,6500,good,4 cylinders,gas,ford,fwd,2014,clean,119900.0,grey,41.919389,-8823062.0,40.349457,-88.986137,6
mi,36988,,4 cylinders,gas,ford,4wd,2020,clean,5252.0,red,43.23423,-86.181958,43.326618,-84.536095,7
mt,25998,,,gas,toyota,fwd,2019,clean,30001.0,,47.7989,-116.7423,46.921925,-110.454353,10
nc,6500,,,gas,bmw,,2011,clean,143000.0,,35.77404,-78.865013,35.630066,-79.806419,1
az,50995,,8 cylinders,other,ford,4wd,2016,clean,109646.0,black,33.396353,-111.954863,33.729759,-111.431221,12
tx,17981,,,gas,ford,fwd,2012,clean,104160.0,blue,29.53723,-98.4147,31.054487,-97.563461,10
sd,3499,good,8 cylinders,gas,chevrolet,4wd,2005,clean,196121.0,custom,43.9852,-96.9615,44.299782,-99.438828,7
il,39800,excellent,,diesel,ram,4wd,2005,clean,27741.0,,38.5128,-90.6306,40.349457,-88.986137,12
co,9900,excellent,6 cylinders,hybrid,toyota,4wd,2006,clean,111000.0,silver,38.836973,-104.791043,39.059811,-105.311104,6
ca,26991,,,gas,lexus,fwd,2015,clean,28145.0,white,38.60558,-121.40211,36.116203,-119.681564,13
mi,2000,fair,6 cylinders,gas,chevrolet,fwd,2005,clean,213596.0,red,42.7053,-84.4187,43.326618,-84.536095,0
wv,36590,good,,gas,bmw,rwd,2018,clean,29158.0,white,39.3,-78.59,38.491226,-80.954453,10
ia,13995,excellent,6 cylinders,gas,infiniti,4wd,2013,clean,98703.0,silver,41.2949,-96546.0,42.011539,-93.210526,0
il,15895,excellent,4 cylinders,gas,nissan,fwd,2017,clean,54546.0,silver,41.550438,-87.273934,40.349457,-88.986137,4
az,6800,,,gas,subaru,,2009,rebuilt,85029.0,,33.6819,-112996.0,33.729759,-111.431221,11
ma,10995,excellent,8 cylinders,gas,gmc,4wd,2008,clean,179466.0,red,42.70515,-70.909147,42.230171,-71.530106,6
ca,51500,,8 cylinders,gas,ram,4wd,2020,clean,6428.0,,47.412043,-122.241112,36.116203,-119.681564,7
fl,15800,excellent,6 cylinders,gas,ford,rwd,2017,clean,191000.0,white,28.4637,-81.3948,27.766279,-81.686783,6
ny,35495,,4 cylinders,gas,bmw,4wd,2018,clean,24579.0,black,,,42.165726,-74.948051,7
mn,21995,,6 cylinders,gas,nissan,4wd,2018,clean,73805.0,blue,446562.0,-93.217461,45.694454,-93.900192,1
dc,30500,,,gas,ford,fwd,2018,clean,62794.0,white,38.91706,-77.46954,38.9072,-77.0369,10
ca,23990,good,,gas,lincoln,,2017,clean,23688.0,red,37.81,-122.3,36.116203,-119.681564,1
tx,35990,good,,other,volvo,,2020,clean,11878.0,blue,31.84,-106.43,31.054487,-97.563461,9
ca,4200,excellent,,hybrid,toyota,,2004,clean,270000.0,white,33.7661,-117.9738,36.116203,-119.681564,13
mi,54950,like new,8 cylinders,gas,chevrolet,4wd,2019,clean,28207.0,black,45.3559,-84.9133,43.326618,-84.536095,12
ia,8998,good,,other,subaru,,2003,clean,71500.0,silver,41.653787,-93.698698,42.011539,-93.210526,9
tn,27991,,8 cylinders,gas,ram,4wd,2014,clean,103891.0,blue,36.293202,-82.308984,35.747845,-86.692345,7
oh,7995,excellent,4 cylinders,gas,toyota,fwd,2012,clean,107255.0,black,4064137.0,-82.998073,40.388783,-82.764915,4
ok,11500,good,8 cylinders,gas,lexus,4wd,2003,clean,201000.0,black,35.652969,-97.532029,35.565342,-96.928917,7
fl,23111,,,other,ford,4wd,2013,clean,184691.0,white,280853.0,-82.45974,27.766279,-81.686783,9
ca,4750,good,6 cylinders,gas,honda,fwd,2007,clean,150000.0,silver,37.7695,-121.5397,36.116203,-119.681564,13
ia,41980,,,other,chevrolet,4wd,2017,clean,75571.0,red,39705.0,-93.7133,42.011539,-93.210526,9
ne,11900,good,6 cylinders,gas,chrysler,fwd,2015,clean,104000.0,black,41.447333,-9758414.0,41.12537,-98.268082,10
wa,46000,excellent,,diesel,ram,,2015,clean,160000.0,,46.9996,-120.5163,47.400902,-121.490494,12
ca,5600,excellent,4 cylinders,hybrid,mazda,,2008,clean,144000.0,grey,33.6483,-117.9155,36.116203,-119.681564,13
pa,12988,good,,gas,honda,4wd,2011,clean,98276.0,grey,40.402845,-8020499.0,40.590752,-77.209755,1
md,14490,,6 cylinders,gas,chevrolet,fwd,2015,clean,105156.0,custom,39.444084,-76.60759,39.063946,-76.802101,10
mn,24990,good,6 cylinders,other,ram,,2019,clean,29732.0,black,4534712.0,-9349396.0,45.694454,-93.900192,9
fl,22990,good,6 cylinders,gas,lexus,rwd,2013,clean,67266.0,black,26.14,-81.79,27.766279,-81.686783,11
wi,23995,excellent,,gas,mini,fwd,2018,clean,26039.0,,41.995781,-88.167287,44.268543,-89.616508,0
wa,11991,,,gas,toyota,4wd,2006,,150258.0,,47.704548,-122.301629,47.400902,-121.490494,1
al,27990,good,,gas,bmw,rwd,2016,clean,46057.0,blue,34.57,-86.98,32.806671,-86.79113,10
ca,8400,excellent,8 cylinders,gas,ford,rwd,1973,clean,95000.0,brown,40.9465,-124834.0,36.116203,-119.681564,5
nj,8200,excellent,8 cylinders,gas,chevrolet,4wd,2009,clean,185018.0,blue,4085.0,-74.2042,40.298904,-74.521011,6
ok,3995,excellent,,gas,chevrolet,fwd,2005,clean,125211.0,silver,36557.0,-96602.0,35.565342,-96.928917,0
ia,31980,,,other,gmc,4wd,2017,clean,48015.0,,39705.0,-93.7133,42.011539,-93.210526,9
ct,28590,good,6 cylinders,other,lexus,fwd,2017,clean,14711.0,white,41.31,-72.92,41.597782,-72.755371,10
ga,16590,good,,hybrid,toyota,fwd,2016,clean,52019.0,white,33.75,-84.39,33.040619,-83.643074,10
wa,11000,good,,diesel,ford,,2004,clean,121560.0,white,48.7974,-122.4448,47.400902,-121.490494,9
ks,33590,good,,other,toyota,,2014,clean,55251.0,red,393.0,-95.69,38.5266,-96.726486,9
ca,6500,good,6 cylinders,gas,jeep,rwd,1998,clean,101000.0,,38.9115,-1218.0,36.116203,-119.681564,13
nc,12900,like new,6 cylinders,gas,ford,fwd,2012,clean,93895.0,silver,35.6077,-78.1382,35.630066,-79.806419,0
ma,18990,good,,other,volkswagen,fwd,2013,clean,20448.0,,42.11,-72.53,42.230171,-71.530106,10
md,42990,good,,other,chevrolet,,2020,clean,9424.0,orange,39.82,-78.72,39.063946,-76.802101,9
az,16990,good,,other,chevrolet,fwd,2015,clean,28400.0,,33.779214,-84.411811,33.729759,-111.431221,10
ia,8995,,8 cylinders,other,gmc,4wd,2007,clean,192500.0,custom,42.4778,-92.3661,42.011539,-93.210526,7
co,14999,,4 cylinders,gas,ford,4wd,2014,clean,66891.0,silver,39.7835,-104.9669,39.059811,-105.311104,7
sc,30990,good,8 cylinders,gas,toyota,,2017,clean,41124.0,red,34.83,-82.37,33.856892,-80.945007,7
nc,15900,excellent,6 cylinders,gas,ford,4wd,2014,clean,116072.0,black,35.978629,-77.792341,35.630066,-79.806419,0
ca,27164,excellent,8 cylinders,gas,chevrolet,,2017,,93995.0,,34.213401,-119.178039,36.116203,-119.681564,13
ga,34069,,,gas,ford,,2017,clean,37323.0,,29.800613,-82.53109,33.040619,-83.643074,9
hi,45999,,,gas,audi,,2018,clean,20186.0,,20.77208,-156.45154,21.094318,-157.498337,8
oh,36590,good,,other,jaguar,,2018,clean,5837.0,black,41.66,-83.58,40.388783,-82.764915,9
wi,20995,excellent,8 cylinders,gas,ford,4wd,2013,clean,99106.0,white,44.408621,-89.88121,44.268543,-89.616508,6
il,16995,,,diesel,ram,4wd,2007,clean,270683.0,blue,38.220447,-91.162972,40.349457,-88.986137,9
il,33190,,,gas,volkswagen,,2019,clean,27465.0,silver,38.802269,-90.673649,40.349457,-88.986137,9
or,49300,like new,6 cylinders,gas,ford,4wd,2020,clean,5000.0,white,44223.0,-121.2985,44.572021,-122.070938,12
fl,4700,,,gas,mazda,,2011,clean,150000.0,,25.991502,-80.249891,27.766279,-81.686783,1
tx,8992,,6 cylinders,gas,mazda,fwd,2007,clean,106623.0,white,29.784739,-95.72725,31.054487,-97.563461,11
oh,5950,excellent,4 cylinders,gas,toyota,fwd,2013,rebuilt,124776.0,red,38.7256,-84.8813,40.388783,-82.764915,4
ca,33957,,4 cylinders,gas,honda,fwd,2019,clean,22906.0,grey,38.630615,-121.20752,36.116203,-119.681564,13
az,6999,good,4 cylinders,gas,ford,fwd,2012,clean,153000.0,silver,33.415592,-111.657937,33.729759,-111.431221,6
id,8990,excellent,8 cylinders,gas,chevrolet,4wd,2004,clean,142.0,,47.708313,-117.295132,44.240459,-114.478828,14
va,27395,,6 cylinders,gas,ford,4wd,2015,clean,87506.0,black,,,37.769337,-78.169968,9
mo,3000,good,8 cylinders,gas,ford,4wd,1999,clean,197000.0,red,38.94356,-92.273412,38.456085,-92.288368,7
co,10000,excellent,8 cylinders,gas,chevrolet,rwd,1994,clean,60720.0,white,37.339961,-107.478667,39.059811,-105.311104,6
or,15995,,,gas,toyota,fwd,2012,clean,138361.0,white,45.51796,-122.57857,44.572021,-122.070938,10
ca,12500,excellent,8 cylinders,gas,ford,rwd,1993,clean,160000.0,white,35.2901,-120.6817,36.116203,-119.681564,6
fl,8000,good,4 cylinders,gas,toyota,fwd,2002,clean,54000.0,white,26.3626,-81.8183,27.766279,-81.686783,11
co,6997,,8 cylinders,gas,gmc,4wd,2004,clean,225471.0,grey,40.392756,-104.727851,39.059811,-105.311104,7
ny,8995,good,8 cylinders,gas,dodge,rwd,2010,clean,104000.0,black,42.5959,-72.2267,42.165726,-74.948051,6
me,47990,,,diesel,ford,4wd,2018,clean,96075.0,black,42.834977,-71.107791,44.693947,-69.381927,12
wi,7999,,,gas,nissan,4wd,2009,clean,132332.0,,4316513.0,-8839487.0,44.268543,-89.616508,1
ny,20000,excellent,8 cylinders,gas,ford,rwd,1939,clean,1800.0,black,44.6902,-75.4774,42.165726,-74.948051,5
nj,14500,good,,gas,ford,,1931,clean,23000.0,black,40.4037,-73.9915,40.298904,-74.521011,5
me,7995,excellent,,gas,subaru,4wd,2005,clean,82994.0,silver,42.717036,-71.419635,44.693947,-69.381927,0
pa,40590,good,,other,cadillac,rwd,2013,clean,57384.0,white,40.68,-75.22,40.590752,-77.209755,2
nj,42995,,,gas,cadillac,,2015,clean,33291.0,,40.2043,-74.1779,40.298904,-74.521011,9
ca,6750,excellent,4 cylinders,gas,nissan,,2014,clean,127000.0,,33.745144,-116.351803,36.116203,-119.681564,13
or,4495,good,4 cylinders,gas,toyota,fwd,2007,clean,150090.0,brown,45.4021,-122.6144,44.572021,-122.070938,14
fl,29888,excellent,,gas,bmw,rwd,2017,clean,35649.0,,27.299365,-82.513647,27.766279,-81.686783,11
ia,2899,good,6 cylinders,gas,chrysler,,2005,clean,141223.0,,41.277794,-9622782.0,42.011539,-93.210526,1
nc,44952,,,diesel,ram,,2015,clean,153445.0,,36.2245,-79.8901,35.630066,-79.806419,12
mt,14897,,6 cylinders,gas,chrysler,fwd,2015,clean,87544.0,red,47.49447,-111.23625,46.921925,-110.454353,10
ca,2550,,,gas,chevrolet,,2001,clean,167000.0,,34315.0,-117.2874,36.116203,-119.681564,13
oh,22590,good,,other,nissan,fwd,2019,clean,4657.0,silver,41.66,-83.58,40.388783,-82.764915,10
ny,10500,excellent,4 cylinders,gas,bmw,4wd,2014,clean,97750.0,white,40.7446,-73.9345,42.165726,-74.948051,4
or,10990,,,gas,honda,,2012,clean,117839.0,,45.382346,-122.605132,44.572021,-122.070938,1
tx,16900,like new,4 cylinders,gas,ford,fwd,2017,clean,92000.0,orange,25.911643,-97.477036,31.054487,-97.563461,11
tx,33885,,,diesel,ram,,2013,clean,208295.0,,30.64822,-97.866383,31.054487,-97.563461,9
mt,18990,good,6 cylinders,diesel,volkswagen,4wd,2014,clean,102964.0,white,46.9776,-114619.0,46.921925,-110.454353,9
fl,8900,,,gas,ford,,2008,clean,142000.0,,27.265914,-82.52781,27.766279,-81.686783,1
pa,11900,,4 cylinders,gas,dodge,fwd,2016,salvage,6363.0,orange,40.810152,-80.425219,40.590752,-77.209755,4
ca,27999,excellent,8 cylinders,gas,chevrolet,,2012,,0.0,,34.213401,-119.178039,36.116203,-119.681564,13
tx,2495,,,gas,saturn,,2006,clean,200000.0,,25.950376,-97.321693,31.054487,-97.563461,1
pa,7550,good,4 cylinders,gas,subaru,4wd,2010,clean,111000.0,,40.2151,-76.8689,40.590752,-77.209755,7
tn,3950,excellent,,gas,dodge,fwd,2009,clean,207000.0,white,3660738.0,-83.923881,35.747845,-86.692345,0
